<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,5,240405,110500,304.97,304.98,304.87,304.97,87790
SBER,5,240405,111000,304.97,304.98,304.8,304.8,84030
SBER,5,240405,111500,304.8,304.81,304.79,304.79,67190
SBER,5,240405,112000,304.81,305.3,304.73,305.3,306280
SBER,5,240405,112500,305.29,306.2,305.28,306,789050
SBER,5,240405,113000,306.01,306.05,305.76,305.93,386390
SBER,5,240405,113500,305.93,306.2,305.93,306.2,314260
SBER,5,240405,114000,306.2,306.49,306.19,306.49,290610
SBER,5,240405,114500,306.49,306.5,306.19,306.31,304660
SBER,5,240405,115000,306.29,306.34,306.05,306.1,111050
SBER,5,240405,115500,306.1,306.2,306.06,306.19,95890
SBER,5,240405,120000,306.2,306.22,306.17,306.22,74380
SBER,5,240405,120500,306.21,306.31,306.21,306.29,85660
SBER,5,240405,121000,306.3,306.3,306.07,306.08,80760
SBER,5,240405,121500,306.08,306.1,306,306.01,511230
SBER,5,240405,122000,306.01,306.03,306,306,102920
SBER,5,240405,122500,306.01,306.04,306,306,122170
SBER,5,240405,123000,306.01,306.04,306,306.04,49330
SBER,5,240405,123500,306.03,306.04,306,306,368700
SBER,5,240405,124000,306.01,306.18,305.83,306.16,377480
SBER,5,240405,124500,306.17,306.25,306.01,306.04,222480
SBER,5,240405,125000,306.03,306.03,305.8,305.83,61220
SBER,5,240405,125500,305.83,305.84,305.55,305.68,223560
SBER,5,240405,130000,305.69,306.01,305.63,305.94,142590
SBER,5,240405,130500,305.93,306.06,305.9,306.02,61270
SBER,5,240405,131000,306.03,306.04,305.95,305.95,38630
SBER,5,240405,131500,305.95,306.1,305.95,306.1,82810
SBER,5,240405,132000,306.1,306.1,305.9,305.9,215150
SBER,5,240405,132500,305.9,305.91,305.5,305.77,310540
SBER,5,240405,133000,305.76,305.82,305.5,305.78,174540
SBER,5,240405,133500,305.77,305.84,305.63,305.75,117300
SBER,5,240405,134000,305.76,305.81,305.7,305.77,65560
SBER,5,240405,134500,305.73,305.8,305.7,305.76,83200
SBER,5,240405,135000,305.76,305.8,305.7,305.76,31450
SBER,5,240405,135500,305.76,305.81,305.64,305.64,85030
SBER,5,240405,140000,305.65,305.73,305.63,305.73,119580
SBER,5,240405,140500,305.71,305.85,305.65,305.83,47870
SBER,5,240405,141000,305.83,305.88,305.63,305.65,122530
SBER,5,240405,141500,305.65,305.67,305.4,305.51,243320
SBER,5,240405,142000,305.51,305.63,305.5,305.57,88330
SBER,5,240405,142500,305.57,305.71,305.53,305.56,81360
SBER,5,240405,143000,305.57,305.63,305.48,305.6,111760
SBER,5,240405,143500,305.6,305.8,305.59,305.79,42790
SBER,5,240405,144000,305.78,306,305.76,305.92,144970
SBER,5,240405,144500,305.91,305.94,305.8,305.89,31830
SBER,5,240405,145000,305.87,305.91,305.78,305.91,107990
SBER,5,240405,145500,305.91,305.95,305.86,305.9,31070
SBER,5,240405,150000,305.93,305.93,305.75,305.75,37800
SBER,5,240405,150500,305.76,305.79,305.61,305.69,51810
SBER,5,240405,151000,305.69,305.77,305.67,305.72,41680
SBER,5,240405,151500,305.72,305.95,305.67,305.82,114140
SBER,5,240405,152000,305.83,305.85,305.76,305.76,72010
SBER,5,240405,152500,305.76,305.78,305.61,305.72,71700
SBER,5,240405,153000,305.7,305.71,305.64,305.65,26170
SBER,5,240405,153500,305.64,305.65,305.5,305.53,43490
SBER,5,240405,154000,305.51,305.56,305.4,305.47,137330
SBER,5,240405,154500,305.47,305.54,305.4,305.43,131020
SBER,5,240405,155000,305.43,305.5,305.42,305.5,38790
SBER,5,240405,155500,305.5,306.06,305.5,306.06,202180
SBER,5,240405,160000,306.06,306.06,305.96,305.98,48580
SBER,5,240405,160500,305.97,305.97,305.93,305.95,69530
SBER,5,240405,161000,305.95,305.96,305.9,305.91,75030
SBER,5,240405,161500,305.91,305.94,305.87,305.87,45590
SBER,5,240405,162000,305.88,305.89,305.71,305.8,137000
SBER,5,240405,162500,305.79,305.8,305.69,305.69,64630
SBER,5,240405,163000,305.71,305.77,305.69,305.75,83160
SBER,5,240405,163500,305.75,305.79,305.7,305.75,72560
SBER,5,240405,164000,305.75,305.8,305.69,305.69,85390
SBER,5,240405,164500,305.69,305.77,305.69,305.75,49760
SBER,5,240405,165000,305.76,305.76,305.75,305.76,19830
SBER,5,240405,165500,305.76,305.76,305.66,305.67,77980
SBER,5,240405,170000,305.67,305.7,305.66,305.67,21240
SBER,5,240405,170500,305.67,305.75,305.66,305.72,134700
SBER,5,240405,171000,305.72,305.86,305.72,305.85,68660
SBER,5,240405,171500,305.85,305.91,305.83,305.91,78730
SBER,5,240405,172000,305.91,306,305.9,305.95,43990
SBER,5,240405,172500,305.95,306.06,305.94,306.06,115880
SBER,5,240405,173000,306.05,306.18,306.03,306.16,363230
SBER,5,240405,173500,306.16,306.17,306.1,306.11,170070
SBER,5,240405,174000,306.1,306.11,305.99,306,158730
SBER,5,240405,174500,306,306.1,305.94,305.96,202400
SBER,5,240405,175000,305.99,306.06,305.95,306.05,210630
SBER,5,240405,175500,306.06,306.1,305.99,306,218740
SBER,5,240405,180000,305.99,306,305.99,306,55230
SBER,5,240405,180500,305.99,306.1,305.99,306.1,85230
SBER,5,240405,181000,306.09,306.1,305.94,306.03,294080
SBER,5,240405,181500,306.04,306.08,306,306.01,66400
SBER,5,240405,182000,306.01,306.01,305.8,305.86,145130
SBER,5,240405,182500,305.87,306.01,305.83,306.01,68620
SBER,5,240405,183000,306,306.01,306,306.01,66070
SBER,5,240405,183500,306.01,306.01,305.96,305.99,111980
SBER,5,240405,184500,305.7,305.7,305.7,305.7,70580
SBER,5,240405,190000,305.7,305.7,305.7,305.7,1860
SBER,5,240405,190500,305.71,305.89,305.7,305.89,30240
SBER,5,240405,191000,305.89,306,305.85,306,100210
SBER,5,240405,191500,306,306,305.9,306,16890
SBER,5,240405,192000,306,306,305.92,305.95,41270
SBER,5,240405,192500,305.95,305.98,305.84,305.85,18090
SBER,5,240405,193000,305.91,306,305.89,306,30210
SBER,5,240405,193500,305.96,306,305.95,305.95,9030
SBER,5,240405,194000,305.95,305.99,305.89,305.94,33480
SBER,5,240405,194500,305.95,306.03,305.88,306.03,100770
SBER,5,240405,195000,306.03,306.09,306.02,306.06,29270
SBER,5,240405,195500,306.06,306.1,306,306.1,40770
SBER,5,240405,200000,306.09,306.14,306,306.02,65550
SBER,5,240405,200500,306.02,306.13,306.01,306.13,20350
SBER,5,240405,201000,306.12,306.13,306.1,306.12,21490
SBER,5,240405,201500,306.13,306.17,306.12,306.15,35790
SBER,5,240405,202000,306.16,306.17,306.09,306.11,34920
SBER,5,240405,202500,306.12,306.17,306.12,306.16,16350
SBER,5,240405,203000,306.16,306.17,306.12,306.12,34860
SBER,5,240405,203500,306.13,306.21,306.13,306.21,66570
SBER,5,240405,204000,306.21,306.3,306.2,306.29,141150
SBER,5,240405,204500,306.3,306.32,306.3,306.3,45570
SBER,5,240405,205000,306.3,306.31,306.3,306.31,25210
SBER,5,240405,205500,306.31,306.32,306.3,306.31,33360
SBER,5,240405,210000,306.31,306.31,306.29,306.29,43760
SBER,5,240405,210500,306.28,306.28,306.21,306.21,12680
SBER,5,240405,211000,306.23,306.24,306.21,306.21,60660
SBER,5,240405,211500,306.22,306.24,306.21,306.23,29800
SBER,5,240405,212000,306.23,306.27,306.23,306.24,16550
SBER,5,240405,212500,306.24,306.29,306.21,306.25,43330
SBER,5,240405,213000,306.23,306.29,306.23,306.26,16530
SBER,5,240405,213500,306.24,306.28,306.24,306.26,28320
SBER,5,240405,214000,306.25,306.27,306.24,306.27,56570
SBER,5,240405,214500,306.27,306.29,306,306.01,395610
SBER,5,240405,215000,306.02,306.08,305.99,306.01,35180
SBER,5,240405,215500,306.06,306.08,306.03,306.07,5700
SBER,5,240405,220000,306.07,306.12,305.98,306.04,32020
SBER,5,240405,220500,306.12,306.12,306.05,306.07,5290
SBER,5,240405,221000,306.05,306.07,305.97,305.99,51730
SBER,5,240405,221500,305.97,306,305.95,305.99,18590
SBER,5,240405,222000,305.99,306,305.99,306,3290
SBER,5,240405,222500,305.99,306.06,305.99,306.05,57440
SBER,5,240405,223000,306.05,306.07,306.04,306.06,39960
SBER,5,240405,223500,306.05,306.07,306.05,306.07,16610
SBER,5,240405,224000,306.07,306.07,305.95,305.95,94560
SBER,5,240405,224500,305.95,305.99,305.94,305.98,19020
SBER,5,240405,225000,305.98,305.98,305.94,305.97,38150
SBER,5,240405,225500,305.98,306,305.96,305.98,30510
SBER,5,240405,230000,305.99,306.03,305.98,306,118170
SBER,5,240405,230500,306,306.03,305.99,306,33180
SBER,5,240405,231000,306.03,306.03,305.98,306.03,59120
SBER,5,240405,231500,306.02,306.04,306.01,306.03,39950
SBER,5,240405,232000,306.02,306.06,306.01,306.06,18900
SBER,5,240405,232500,306.05,306.09,306.05,306.09,21840
SBER,5,240405,233000,306.09,306.1,306.08,306.08,22550
SBER,5,240405,233500,306.09,306.09,306,306.02,119590
SBER,5,240405,234000,306.03,306.09,306.03,306.03,56880
SBER,5,240405,234500,306.03,306.1,306.03,306.1,63160
SBER,5,240408,100000,306.5,308.1,306.22,307.9,2805860
SBER,5,240408,100500,307.9,308.12,307.7,307.73,887940
SBER,5,240408,101000,307.73,307.8,307.58,307.79,770080
SBER,5,240408,101500,307.8,308.6,307.79,308.5,1316400
SBER,5,240408,102000,308.5,308.6,308.39,308.46,802240
SBER,5,240408,102500,308.46,308.48,308.43,308.46,497900
SBER,5,240408,103000,308.47,308.47,308.11,308.12,624330
SBER,5,240408,103500,308.12,308.16,308,308.1,411560
SBER,5,240408,104000,308.11,308.11,307.82,307.83,257910
SBER,5,240408,104500,307.87,308,307.85,307.93,527940
SBER,5,240408,105000,307.92,308,307.9,307.99,175770
SBER,5,240408,105500,308,308,307.78,307.79,166690
SBER,5,240408,110000,307.78,307.79,307.6,307.7,251090
SBER,5,240408,110500,307.7,307.7,307.65,307.7,187140
SBER,5,240408,111000,307.7,307.7,307.51,307.55,349040
SBER,5,240408,111500,307.56,307.56,307.4,307.41,486020
SBER,5,240408,112000,307.44,307.61,307.41,307.57,213130
SBER,5,240408,112500,307.57,307.58,307.48,307.52,255600
SBER,5,240408,113000,307.55,307.55,307.28,307.29,177000
SBER,5,240408,113500,307.28,307.28,307.06,307.14,298320
SBER,5,240408,114000,307.09,307.35,307.01,307.26,259570
SBER,5,240408,114500,307.25,307.58,307.15,307.55,463090
SBER,5,240408,115000,307.55,307.55,307.4,307.5,87270
SBER,5,240408,115500,307.54,307.57,307.3,307.31,146580
SBER,5,240408,120000,307.31,307.31,307.02,307.09,157800
SBER,5,240408,120500,307.11,307.17,307,307.14,241540
SBER,5,240408,121000,307.16,307.55,307.02,307.48,245140
SBER,5,240408,121500,307.48,307.55,307.44,307.45,137000
SBER,5,240408,122000,307.44,307.47,307.15,307.42,201670
SBER,5,240408,122500,307.4,307.42,307.16,307.17,103340
SBER,5,240408,123000,307.17,307.36,307.03,307.29,219920
SBER,5,240408,123500,307.31,307.45,307.3,307.37,119210
SBER,5,240408,124000,307.38,307.5,307.38,307.47,84570
SBER,5,240408,124500,307.44,307.71,307.41,307.7,371960
SBER,5,240408,125000,307.7,307.75,307.53,307.74,140470
SBER,5,240408,125500,307.73,308,307.71,307.81,315250
SBER,5,240408,130000,307.81,307.81,307.5,307.51,160890
SBER,5,240408,130500,307.5,307.58,307.5,307.53,114460
SBER,5,240408,131000,307.52,307.71,307.5,307.54,118740
SBER,5,240408,131500,307.54,307.56,307.3,307.32,109680
SBER,5,240408,132000,307.3,307.42,307.3,307.34,76850
SBER,5,240408,132500,307.3,307.34,307.25,307.26,89120
SBER,5,240408,133000,307.26,307.3,307.25,307.26,117010
SBER,5,240408,133500,307.26,307.28,307.25,307.26,61090
SBER,5,240408,134000,307.26,307.26,307.15,307.24,126590
SBER,5,240408,134500,307.23,307.24,307.18,307.22,107720
SBER,5,240408,135000,307.2,307.24,307.18,307.23,69170
SBER,5,240408,135500,307.23,307.24,307.18,307.18,72430
SBER,5,240408,140000,307.23,307.24,307.17,307.24,61880
SBER,5,240408,140500,307.24,307.26,307.17,307.25,99970
SBER,5,240408,141000,307.22,307.28,307.2,307.25,102240
SBER,5,240408,141500,307.24,307.26,307.18,307.23,126440
SBER,5,240408,142000,307.23,307.25,307.2,307.21,57430
SBER,5,240408,142500,307.21,307.28,307.19,307.23,119160
SBER,5,240408,143000,307.21,307.24,307.17,307.18,230440
SBER,5,240408,143500,307.18,307.2,307.12,307.13,130120
SBER,5,240408,144000,307.13,307.17,307.02,307.04,128800
SBER,5,240408,144500,307.03,307.03,306.84,306.87,284390
SBER,5,240408,145000,306.87,307.04,306.84,307.02,145530
SBER,5,240408,145500,307.02,307.02,306.55,306.57,185420
SBER,5,240408,150000,306.56,306.82,306.53,306.82,539800
SBER,5,240408,150500,306.82,306.85,306.68,306.76,186040
SBER,5,240408,151000,306.76,306.84,306.69,306.84,216200
SBER,5,240408,151500,306.84,307.14,306.83,307.11,217260
SBER,5,240408,152000,307.11,307.12,307,307.02,69010
SBER,5,240408,152500,307.01,307.03,306.94,306.95,81960
SBER,5,240408,153000,306.93,306.93,306.64,306.66,106320
SBER,5,240408,153500,306.66,306.68,306.33,306.68,413060
SBER,5,240408,154000,306.68,306.87,306.49,306.87,161700
SBER,5,240408,154500,306.86,307.05,306.75,307.05,167940
SBER,5,240408,155000,307.05,307.05,306.82,306.82,86420
SBER,5,240408,155500,306.82,307.01,306.81,307.01,191570
SBER,5,240408,160000,307,307.13,306.93,307.13,53760
SBER,5,240408,160500,307.12,307.25,307.12,307.23,55470
SBER,5,240408,161000,307.24,307.28,307.2,307.22,94730
SBER,5,240408,161500,307.22,307.24,307.1,307.14,45220
SBER,5,240408,162000,307.14,307.19,307.01,307.07,38600
SBER,5,240408,162500,307.07,307.1,307,307,40590
SBER,5,240408,163000,307.01,307.08,307,307.07,65730
SBER,5,240408,163500,307.08,307.12,307.06,307.11,32590
SBER,5,240408,164000,307.1,307.2,307.1,307.2,26570
SBER,5,240408,164500,307.19,307.2,307.15,307.15,36000
SBER,5,240408,165000,307.15,307.3,307.15,307.23,108630
SBER,5,240408,165500,307.26,307.4,307.19,307.35,77440
SBER,5,240408,170000,307.36,307.45,307.36,307.44,82690
SBER,5,240408,170500,307.44,307.44,307.4,307.41,66800
SBER,5,240408,171000,307.42,307.44,307.4,307.43,64900
SBER,5,240408,171500,307.43,307.44,307.39,307.39,44310
SBER,5,240408,172000,307.39,307.42,307.39,307.41,45410
SBER,5,240408,172500,307.42,307.45,307.34,307.45,49570
SBER,5,240408,173000,307.45,307.45,307.4,307.4,59410
SBER,5,240408,173500,307.41,307.43,307.23,307.23,62140
SBER,5,240408,174000,307.3,307.3,307.18,307.22,48540
SBER,5,240408,174500,307.23,307.23,307.21,307.21,26800
SBER,5,240408,175000,307.21,307.22,307.06,307.1,109540
SBER,5,240408,175500,307.11,307.3,307.06,307.3,33490
SBER,5,240408,180000,307.29,307.38,307.24,307.3,114780
SBER,5,240408,180500,307.3,307.38,307.1,307.12,94770
SBER,5,240408,181000,307.12,307.15,307,307.03,353400
SBER,5,240408,181500,307.03,307.06,306.92,306.92,114740
SBER,5,240408,182000,306.92,307.05,306.92,307.04,32030
SBER,5,240408,182500,307.02,307.02,306.9,307,90800
SBER,5,240408,183000,307,307.15,306.99,307.14,39330
SBER,5,240408,183500,307.15,307.33,307.1,307.31,101770
SBER,5,240408,184500,306.92,306.92,306.92,306.92,141770
SBER,5,240408,190000,307.29,307.29,307.29,307.29,21370
SBER,5,240408,190500,307.28,307.29,307.11,307.15,93740
SBER,5,240408,191000,307.13,307.18,306.95,306.95,33100
SBER,5,240408,191500,306.97,307.09,306.94,307.05,57110
SBER,5,240408,192000,307.05,307.18,307,307.13,45760
SBER,5,240408,192500,307.16,307.24,307.11,307.21,17420
SBER,5,240408,193000,307.23,307.25,307.03,307.09,28070
SBER,5,240408,193500,307.09,307.19,307.05,307.19,15850
SBER,5,240408,194000,307.18,307.23,307.18,307.22,15130
SBER,5,240408,194500,307.22,307.25,307.1,307.25,71740
SBER,5,240408,195000,307.23,307.24,307.18,307.23,24000
SBER,5,240408,195500,307.24,307.26,307.22,307.26,26450
SBER,5,240408,200000,307.26,307.3,307.25,307.3,52740
SBER,5,240408,200500,307.29,307.3,307.27,307.3,21520
SBER,5,240408,201000,307.27,307.3,307.26,307.3,22560
SBER,5,240408,201500,307.3,307.3,307.25,307.29,52440
SBER,5,240408,202000,307.25,307.3,307.24,307.28,24650
SBER,5,240408,202500,307.29,307.3,307.17,307.29,55600
SBER,5,240408,203000,307.29,307.29,307.17,307.17,34480
SBER,5,240408,203500,307.22,307.25,307.19,307.19,5900
SBER,5,240408,204000,307.18,307.26,307.17,307.23,28320
SBER,5,240408,204500,307.23,307.26,307.07,307.14,119550
SBER,5,240408,205000,307.14,307.14,307.12,307.14,23300
SBER,5,240408,205500,307.14,307.22,307.13,307.2,12500
SBER,5,240408,210000,307.21,307.29,307.21,307.28,19250
SBER,5,240408,210500,307.28,307.3,307.25,307.3,19520
SBER,5,240408,211000,307.3,307.3,307.25,307.3,29170
SBER,5,240408,211500,307.29,307.3,307.28,307.3,39410
SBER,5,240408,212000,307.29,307.4,307.29,307.39,78150
SBER,5,240408,212500,307.36,307.4,307.32,307.36,30080
SBER,5,240408,213000,307.38,307.58,307.33,307.58,72770
SBER,5,240408,213500,307.58,307.65,307.41,307.46,69870
SBER,5,240408,214000,307.47,307.57,307.4,307.51,34860
SBER,5,240408,214500,307.52,307.53,307.5,307.5,14500
SBER,5,240408,215000,307.5,307.53,307.39,307.51,39130
SBER,5,240408,215500,307.5,307.53,307.43,307.49,15530
SBER,5,240408,220000,307.49,307.52,307.48,307.51,7790
SBER,5,240408,220500,307.5,307.51,307.48,307.49,8510
SBER,5,240408,221000,307.48,307.49,307.43,307.43,5860
SBER,5,240408,221500,307.43,307.44,307.36,307.43,28330
SBER,5,240408,222000,307.43,307.45,307.42,307.45,5240
SBER,5,240408,222500,307.43,307.45,307.4,307.44,25560
SBER,5,240408,223000,307.44,307.45,307.39,307.41,14220
SBER,5,240408,223500,307.45,307.5,307.42,307.49,13050
SBER,5,240408,224000,307.49,307.49,307.42,307.47,6620
SBER,5,240408,224500,307.45,307.47,307.42,307.46,4660
SBER,5,240408,225000,307.47,307.57,307.46,307.57,163460
SBER,5,240408,225500,307.57,307.85,307.57,307.85,252610
SBER,5,240408,230000,307.85,307.9,307.8,307.8,82680
SBER,5,240408,230500,307.81,307.81,307.66,307.67,20470
SBER,5,240408,231000,307.67,307.73,307.61,307.7,18420
SBER,5,240408,231500,307.69,307.69,307.63,307.64,8050
SBER,5,240408,232000,307.64,307.65,307.58,307.6,31660
SBER,5,240408,232500,307.6,307.63,307.59,307.63,22890
SBER,5,240408,233000,307.63,307.63,307.58,307.63,30620
SBER,5,240408,233500,307.63,307.63,307.57,307.63,37250
SBER,5,240408,234000,307.63,307.69,307.57,307.69,31880
SBER,5,240408,234500,307.69,307.79,307.69,307.75,89980
SBER,5,240409,100000,308.1,308.47,308,308.43,718350
SBER,5,240409,100500,308.44,308.46,307.95,307.96,815820
SBER,5,240409,101000,307.96,308,307.9,307.99,401730
SBER,5,240409,101500,308,308,307.66,307.75,568140
SBER,5,240409,102000,307.74,307.86,307.71,307.86,359360
SBER,5,240409,102500,307.86,308.92,307.86,308.92,1392910
SBER,5,240409,103000,308.92,309.35,308.8,308.94,1596440
SBER,5,240409,103500,308.94,309.3,308.94,309.08,826270
SBER,5,240409,104000,309.07,309.1,308.59,308.7,496520
SBER,5,240409,104500,308.7,308.7,308.35,308.52,408840
SBER,5,240409,105000,308.51,308.88,308.51,308.81,267430
SBER,5,240409,105500,308.82,308.83,308.81,308.83,194540
SBER,5,240409,110000,308.83,308.83,308.81,308.82,202190
SBER,5,240409,110500,308.83,308.83,308.27,308.55,467140
SBER,5,240409,111000,308.55,309.08,308.55,308.97,677140
SBER,5,240409,111500,308.98,309,308.91,308.93,58210
SBER,5,240409,112000,308.92,308.95,308.6,308.6,239130
SBER,5,240409,112500,308.6,308.6,308.34,308.49,289830
SBER,5,240409,113000,308.54,308.78,308.52,308.78,83530
SBER,5,240409,113500,308.76,308.9,308.74,308.76,59930
SBER,5,240409,114000,308.76,308.8,308.7,308.7,115050
SBER,5,240409,114500,308.71,308.74,308.65,308.71,201660
SBER,5,240409,115000,308.71,308.81,308.7,308.78,156550
SBER,5,240409,115500,308.77,308.77,308.55,308.55,262400
SBER,5,240409,120000,308.55,308.55,308.14,308.15,382100
SBER,5,240409,120500,308.15,308.23,308.14,308.17,233240
SBER,5,240409,121000,308.18,308.37,308.18,308.36,129570
SBER,5,240409,121500,308.37,308.39,308.2,308.2,252410
SBER,5,240409,122000,308.2,308.23,307.96,307.96,488950
SBER,5,240409,122500,307.99,308,307.71,307.95,502710
SBER,5,240409,123000,307.95,308,307.9,307.99,179430
SBER,5,240409,123500,308,308.17,307.92,308.1,120590
SBER,5,240409,124000,308.1,308.14,308,308,278680
SBER,5,240409,124500,308,308.01,307.7,307.73,272150
SBER,5,240409,125000,307.74,308.04,307.71,308.03,96760
SBER,5,240409,125500,308.03,308.37,308.03,308.35,141680
SBER,5,240409,130000,308.36,308.37,308.13,308.23,77600
SBER,5,240409,130500,308.23,308.4,308.15,308.29,111080
SBER,5,240409,131000,308.29,308.67,308.21,308.63,314520
SBER,5,240409,131500,308.66,308.67,308.31,308.65,103560
SBER,5,240409,132000,308.66,308.66,308.5,308.53,69780
SBER,5,240409,132500,308.5,308.65,308.45,308.45,91730
SBER,5,240409,133000,308.45,308.5,308.31,308.33,86190
SBER,5,240409,133500,308.31,308.42,308.21,308.22,81410
SBER,5,240409,134000,308.21,308.22,308.13,308.13,84060
SBER,5,240409,134500,308.13,308.21,308.1,308.13,94460
SBER,5,240409,135000,308.16,308.17,308.05,308.11,73640
