<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,5,240402,141500,299.97,300,299.95,299.99,59980
SBER,5,240402,142000,300,300.09,299.97,300.07,218740
SBER,5,240402,142500,300.09,300.18,300,300.18,170150
SBER,5,240402,143000,300.16,300.32,300.16,300.31,190750
SBER,5,240402,143500,300.31,300.35,300.3,300.34,57500
SBER,5,240402,144000,300.34,300.37,300.29,300.37,83410
SBER,5,240402,144500,300.37,300.42,300.36,300.41,85190
SBER,5,240402,145000,300.42,300.51,300.41,300.49,594480
SBER,5,240402,145500,300.49,300.49,300.41,300.42,72910
SBER,5,240402,150000,300.43,300.5,300.42,300.46,86400
SBER,5,240402,150500,300.46,300.47,300.41,300.42,80410
SBER,5,240402,151000,300.41,300.5,300.4,300.41,121620
SBER,5,240402,151500,300.4,300.42,300.4,300.42,122110
SBER,5,240402,152000,300.42,300.45,300.4,300.41,39370
SBER,5,240402,152500,300.41,300.47,300.4,300.47,67690
SBER,5,240402,153000,300.47,300.6,300.4,300.45,198670
SBER,5,240402,153500,300.44,300.51,300.41,300.45,65010
SBER,5,240402,154000,300.48,300.55,300.42,300.54,33170
SBER,5,240402,154500,300.53,300.55,300.46,300.54,61950
SBER,5,240402,155000,300.54,300.6,300.51,300.6,117690
SBER,5,240402,155500,300.59,300.66,300.55,300.66,85260
SBER,5,240402,160000,300.66,300.93,300.66,300.9,347310
SBER,5,240402,160500,300.9,300.99,300.89,300.99,253010
SBER,5,240402,161000,300.99,300.99,300.94,300.96,172360
SBER,5,240402,161500,300.96,300.97,300.86,300.95,236360
SBER,5,240402,162000,300.94,300.95,300.55,300.55,311760
SBER,5,240402,162500,300.56,300.8,300.55,300.8,153950
SBER,5,240402,163000,300.78,300.8,300.75,300.8,66700
SBER,5,240402,163500,300.8,300.87,300.78,300.84,67980
SBER,5,240402,164000,300.84,300.85,300.56,300.67,137310
SBER,5,240402,164500,300.68,300.76,300.68,300.69,61560
SBER,5,240402,165000,300.69,300.69,300.55,300.59,136790
SBER,5,240402,165500,300.58,300.64,300.55,300.62,46010
SBER,5,240402,170000,300.63,300.8,300.62,300.8,87180
SBER,5,240402,170500,300.81,300.93,300.8,300.93,99480
SBER,5,240402,171000,300.91,300.93,300.9,300.93,58800
SBER,5,240402,171500,300.93,300.94,300.87,300.94,104490
SBER,5,240402,172000,300.94,300.98,300.93,300.97,198360
SBER,5,240402,172500,300.95,300.98,300.87,300.94,220800
SBER,5,240402,173000,300.94,300.95,300.9,300.9,87370
SBER,5,240402,173500,300.9,300.95,300.89,300.91,59620
SBER,5,240402,174000,300.91,300.93,300.89,300.93,144240
SBER,5,240402,174500,300.93,300.95,300.87,300.9,120240
SBER,5,240402,175000,300.88,300.91,300.61,300.76,212840
SBER,5,240402,175500,300.7,300.75,300.6,300.71,88600
SBER,5,240402,180000,300.71,300.85,300.68,300.85,92090
SBER,5,240402,180500,300.81,300.9,300.75,300.85,95030
SBER,5,240402,181000,300.85,300.9,300.75,300.78,118140
SBER,5,240402,181500,300.78,300.9,300.78,300.9,56050
SBER,5,240402,182000,300.87,300.9,300.8,300.84,76150
SBER,5,240402,182500,300.82,300.84,300.8,300.83,61200
SBER,5,240402,183000,300.83,300.85,300.74,300.81,156900
SBER,5,240402,183500,300.81,300.81,300.55,300.56,180270
SBER,5,240402,184500,300.55,300.55,300.55,300.55,56110
SBER,5,240402,190000,300.9,300.9,300.9,300.9,22940
SBER,5,240402,190500,300.6,300.78,300.17,300.33,195560
SBER,5,240402,191000,300.34,300.45,300.3,300.35,141860
SBER,5,240402,191500,300.35,300.44,300.25,300.33,150950
SBER,5,240402,192000,300.35,300.36,300.17,300.21,89930
SBER,5,240402,192500,300.22,300.27,300.17,300.2,111400
SBER,5,240402,193000,300.19,300.26,300.13,300.16,113500
SBER,5,240402,193500,300.19,300.2,300.05,300.1,98000
SBER,5,240402,194000,300.09,300.17,299.81,299.96,373700
SBER,5,240402,194500,299.99,300,299.95,299.95,100530
SBER,5,240402,195000,299.95,299.99,299.8,299.99,104430
SBER,5,240402,195500,299.98,300.19,299.96,300.19,60890
SBER,5,240402,200000,300.16,300.26,300.15,300.25,90730
SBER,5,240402,200500,300.22,300.25,300.02,300.04,72200
SBER,5,240402,201000,300.08,300.14,299.97,300.03,55180
SBER,5,240402,201500,300.04,300.15,300.03,300.15,14210
SBER,5,240402,202000,300.15,300.19,300.14,300.15,3150
SBER,5,240402,202500,300.14,300.25,300.12,300.21,12040
SBER,5,240402,203000,300.21,300.21,299.8,300.01,166830
SBER,5,240402,203500,300,300.04,300,300,5690
SBER,5,240402,204000,300.02,300.04,299.9,300,30020
SBER,5,240402,204500,300,300.04,300,300.04,9120
SBER,5,240402,205000,300.02,300.06,300.01,300.05,4510
SBER,5,240402,205500,300.05,300.15,300.05,300.15,54940
SBER,5,240402,210000,300.14,300.14,300.11,300.12,5200
SBER,5,240402,210500,300.12,300.14,300.03,300.09,14520
SBER,5,240402,211000,300.09,300.12,300.04,300.12,3080
SBER,5,240402,211500,300.12,300.28,300.06,300.26,41300
SBER,5,240402,212000,300.26,300.32,300.14,300.14,33220
SBER,5,240402,212500,300.13,300.34,300.11,300.31,38030
SBER,5,240402,213000,300.3,300.34,300.3,300.34,9520
SBER,5,240402,213500,300.32,300.34,300.29,300.29,9470
SBER,5,240402,214000,300.31,300.31,300.25,300.25,13080
SBER,5,240402,214500,300.27,300.35,300.25,300.35,21350
SBER,5,240402,215000,300.35,300.36,300.23,300.24,31550
SBER,5,240402,215500,300.23,300.38,300.23,300.37,35690
SBER,5,240402,220000,300.36,300.4,300.29,300.36,20030
SBER,5,240402,220500,300.35,300.42,300.29,300.42,30160
SBER,5,240402,221000,300.41,300.42,300.32,300.34,10330
SBER,5,240402,221500,300.33,300.4,300.3,300.4,36990
SBER,5,240402,222000,300.39,300.4,300.32,300.36,21100
SBER,5,240402,222500,300.37,300.41,300.32,300.41,37680
SBER,5,240402,223000,300.41,300.41,300.32,300.4,17640
SBER,5,240402,223500,300.33,300.4,300.29,300.29,21740
SBER,5,240402,224000,300.3,300.3,300.28,300.28,8080
SBER,5,240402,224500,300.29,300.38,300.27,300.34,45630
SBER,5,240402,225000,300.27,300.39,300.24,300.3,30560
SBER,5,240402,225500,300.35,300.36,300.24,300.35,11610
SBER,5,240402,230000,300.35,300.36,300.35,300.36,4170
SBER,5,240402,230500,300.34,300.36,300.32,300.36,10530
SBER,5,240402,231000,300.36,300.36,300.31,300.34,4340
SBER,5,240402,231500,300.31,300.32,300.23,300.25,12390
SBER,5,240402,232000,300.25,300.26,300.2,300.2,6480
SBER,5,240402,232500,300.23,300.25,300.21,300.25,9630
SBER,5,240402,233000,300.22,300.42,300.22,300.32,72050
SBER,5,240402,233500,300.34,300.41,300.27,300.28,12260
SBER,5,240402,234000,300.28,300.28,300.21,300.21,40920
SBER,5,240402,234500,300.21,300.38,300.21,300.38,92210
SBER,5,240403,100000,300.39,300.71,300.17,300.71,289060
SBER,5,240403,100500,300.7,300.9,300.54,300.78,262770
SBER,5,240403,101000,300.78,300.9,300.5,300.52,293940
SBER,5,240403,101500,300.51,300.84,300.43,300.43,233730
SBER,5,240403,102000,300.44,300.71,300.43,300.7,101700
SBER,5,240403,102500,300.7,300.97,300.7,300.96,207730
SBER,5,240403,103000,300.95,300.97,300.78,300.94,190400
SBER,5,240403,103500,300.94,300.96,300.9,300.91,181410
SBER,5,240403,104000,300.91,301.23,300.9,301.21,832100
SBER,5,240403,104500,301.22,301.45,301.2,301.25,371050
SBER,5,240403,105000,301.25,301.57,301.22,301.55,549480
SBER,5,240403,105500,301.55,301.94,301.54,301.84,697920
SBER,5,240403,110000,301.83,302.08,301.83,302,730730
SBER,5,240403,110500,301.99,302.01,301.72,301.77,646070
SBER,5,240403,111000,301.76,301.98,301.6,301.94,299030
SBER,5,240403,111500,301.95,301.98,301.76,301.89,342920
SBER,5,240403,112000,301.9,302.03,301.87,302.03,362040
SBER,5,240403,112500,302.03,302.21,302.03,302.2,524310
SBER,5,240403,113000,302.2,302.6,302.19,302.59,1000570
SBER,5,240403,113500,302.6,302.7,302.16,302.17,553990
SBER,5,240403,114000,302.17,302.19,301.91,302.1,476150
SBER,5,240403,114500,302.1,302.1,302.06,302.09,139200
SBER,5,240403,115000,302.09,302.18,302.08,302.18,148680
SBER,5,240403,115500,302.18,302.18,302.13,302.17,238620
SBER,5,240403,120000,302.17,302.3,302.16,302.3,214930
SBER,5,240403,120500,302.3,302.3,302.23,302.29,73350
SBER,5,240403,121000,302.3,302.41,302.28,302.35,179450
SBER,5,240403,121500,302.35,302.45,302.34,302.44,103050
SBER,5,240403,122000,302.45,302.55,302.44,302.55,194080
SBER,5,240403,122500,302.54,302.6,302.54,302.6,220760
SBER,5,240403,123000,302.6,302.6,302.54,302.55,316100
SBER,5,240403,123500,302.55,302.55,302.46,302.48,200820
SBER,5,240403,124000,302.48,302.48,302.28,302.4,174530
SBER,5,240403,124500,302.42,302.46,302.25,302.28,144440
SBER,5,240403,125000,302.29,302.42,302.28,302.31,108940
SBER,5,240403,125500,302.31,302.39,302.3,302.39,61820
SBER,5,240403,130000,302.39,302.4,302.34,302.39,89050
SBER,5,240403,130500,302.39,302.4,302.38,302.4,82550
SBER,5,240403,131000,302.4,302.4,302.39,302.4,76710
SBER,5,240403,131500,302.4,302.4,302.3,302.32,91410
SBER,5,240403,132000,302.32,302.33,302.3,302.31,99760
SBER,5,240403,132500,302.31,302.4,302.3,302.38,100470
SBER,5,240403,133000,302.38,302.41,302.37,302.38,113730
SBER,5,240403,133500,302.38,302.42,302.37,302.42,52970
SBER,5,240403,134000,302.42,302.42,302.37,302.39,108610
SBER,5,240403,134500,302.39,302.39,302.29,302.3,133200
SBER,5,240403,135000,302.3,302.41,302.26,302.39,133950
SBER,5,240403,135500,302.36,302.44,302.3,302.44,65240
SBER,5,240403,140000,302.44,302.46,302.42,302.46,164110
SBER,5,240403,140500,302.46,302.6,302.44,302.51,625290
SBER,5,240403,141000,302.51,302.75,302.51,302.75,366140
SBER,5,240403,141500,302.75,303.13,302.72,302.88,1489340
SBER,5,240403,142000,302.88,302.99,302.75,302.95,202670
SBER,5,240403,142500,302.96,302.99,302.6,302.76,222200
SBER,5,240403,143000,302.76,302.78,302.44,302.59,182710
SBER,5,240403,143500,302.6,302.64,302.44,302.64,201610
SBER,5,240403,144000,302.64,302.99,302.64,302.68,223350
SBER,5,240403,144500,302.69,302.83,302.59,302.7,137160
SBER,5,240403,145000,302.7,302.7,302.44,302.69,104320
SBER,5,240403,145500,302.69,302.74,302.44,302.6,121090
SBER,5,240403,150000,302.6,302.71,302.44,302.61,163150
SBER,5,240403,150500,302.61,302.67,302.5,302.67,175720
SBER,5,240403,151000,302.67,302.71,302.44,302.53,197230
SBER,5,240403,151500,302.54,302.56,302.3,302.34,296550
SBER,5,240403,152000,302.34,302.35,302.11,302.12,422970
SBER,5,240403,152500,302.14,302.25,302.01,302.25,385990
SBER,5,240403,153000,302.24,302.24,302.13,302.19,129320
SBER,5,240403,153500,302.19,302.31,302.1,302.28,124190
SBER,5,240403,154000,302.29,302.56,302.28,302.55,227450
SBER,5,240403,154500,302.56,302.7,302.5,302.7,234320
SBER,5,240403,155000,302.7,302.76,302.67,302.75,150010
SBER,5,240403,155500,302.75,302.75,302.37,302.7,128260
SBER,5,240403,160000,302.7,302.75,302.68,302.75,133520
SBER,5,240403,160500,302.75,302.9,302.75,302.9,146060
SBER,5,240403,161000,302.9,302.99,302.86,302.88,402290
SBER,5,240403,161500,302.92,303.05,302.62,303.03,584450
SBER,5,240403,162000,303.03,303.06,302.78,303.04,253930
SBER,5,240403,162500,303.04,303.1,302.89,302.95,362430
SBER,5,240403,163000,302.96,303.01,302.95,303.01,213890
SBER,5,240403,163500,303.01,303.08,302.91,303.08,204360
SBER,5,240403,164000,303.08,303.55,303.08,303.49,1557190
SBER,5,240403,164500,303.49,304.76,303.46,304.31,3364280
SBER,5,240403,165000,304.32,304.69,304.31,304.45,640520
SBER,5,240403,165500,304.47,305,304.32,304.98,1540150
SBER,5,240403,170000,304.95,305.38,304.8,305.13,1947310
SBER,5,240403,170500,305.14,306.46,305.14,306.45,2467560
SBER,5,240403,171000,306.43,307.13,306.4,306.85,4080470
SBER,5,240403,171500,306.86,307.01,305.83,305.95,3019910
SBER,5,240403,172000,305.95,306.17,305.71,306.1,1551000
SBER,5,240403,172500,306.1,306.37,306,306.2,844670
SBER,5,240403,173000,306.2,306.98,306.15,306.98,1290230
SBER,5,240403,173500,306.98,306.99,306.31,306.54,1007060
SBER,5,240403,174000,306.57,306.62,306.18,306.26,534120
SBER,5,240403,174500,306.27,306.74,306.21,306.74,510330
SBER,5,240403,175000,306.74,306.82,306.35,306.6,648710
SBER,5,240403,175500,306.6,306.85,306.54,306.83,743730
SBER,5,240403,180000,306.84,306.88,306.63,306.78,611160
SBER,5,240403,180500,306.76,306.78,306.2,306.24,382160
SBER,5,240403,181000,306.24,306.71,306.11,306.71,581390
SBER,5,240403,181500,306.71,306.89,306.61,306.79,768830
SBER,5,240403,182000,306.8,306.8,306.48,306.5,446900
SBER,5,240403,182500,306.5,306.5,306.23,306.29,268690
SBER,5,240403,183000,306.29,306.3,306.03,306.24,482950
SBER,5,240403,183500,306.19,306.5,306.01,306.2,601480
SBER,5,240403,184500,306.2,306.2,306.2,306.2,176060
SBER,5,240403,190000,306.2,306.2,306.2,306.2,13620
SBER,5,240403,190500,306.2,306.22,305.78,306.09,412120
SBER,5,240403,191000,306.06,306.17,305.94,305.95,220940
SBER,5,240403,191500,305.95,306.5,305.82,306.28,407920
SBER,5,240403,192000,306.28,306.5,306.18,306.45,149350
SBER,5,240403,192500,306.44,306.69,306.25,306.36,311200
SBER,5,240403,193000,306.36,306.45,306.24,306.24,107020
SBER,5,240403,193500,306.24,306.29,306.17,306.27,73890
SBER,5,240403,194000,306.29,306.49,306.27,306.43,154920
SBER,5,240403,194500,306.43,306.47,306.33,306.35,58190
SBER,5,240403,195000,306.35,306.39,306.3,306.31,55840
SBER,5,240403,195500,306.31,306.33,306.3,306.31,49280
SBER,5,240403,200000,306.3,306.31,306.3,306.31,59240
SBER,5,240403,200500,306.31,306.32,306.2,306.21,75390
SBER,5,240403,201000,306.2,306.22,306.11,306.12,82450
SBER,5,240403,201500,306.15,306.2,306.09,306.2,68010
SBER,5,240403,202000,306.18,306.2,306.03,306.13,171800
SBER,5,240403,202500,306.09,306.15,306.07,306.13,60990
SBER,5,240403,203000,306.14,306.28,306.13,306.28,83110
SBER,5,240403,203500,306.28,306.38,306.23,306.38,57930
SBER,5,240403,204000,306.38,306.4,306.32,306.39,125240
SBER,5,240403,204500,306.39,306.39,306.33,306.34,31690
SBER,5,240403,205000,306.33,306.4,306.29,306.34,75830
SBER,5,240403,205500,306.34,306.39,306.3,306.36,54230
SBER,5,240403,210000,306.36,306.36,306.29,306.31,42110
SBER,5,240403,210500,306.3,306.35,306.29,306.35,34220
SBER,5,240403,211000,306.35,306.37,306.3,306.35,74110
SBER,5,240403,211500,306.36,306.42,306.35,306.41,322620
SBER,5,240403,212000,306.42,306.6,306.41,306.55,165630
SBER,5,240403,212500,306.55,306.7,306.53,306.68,175580
SBER,5,240403,213000,306.68,306.7,306.63,306.69,129040
SBER,5,240403,213500,306.69,306.8,306.69,306.73,244290
SBER,5,240403,214000,306.72,306.8,306.66,306.77,164680
SBER,5,240403,214500,306.76,306.77,306.68,306.7,47000
SBER,5,240403,215000,306.7,306.74,306.62,306.64,38210
SBER,5,240403,215500,306.67,306.67,306.57,306.65,88850
SBER,5,240403,220000,306.65,306.67,306.6,306.64,27650
SBER,5,240403,220500,306.63,306.67,306.63,306.65,24560
SBER,5,240403,221000,306.65,306.72,306.64,306.71,57910
SBER,5,240403,221500,306.71,306.76,306.69,306.71,51730
SBER,5,240403,222000,306.71,306.75,306.65,306.65,51790
SBER,5,240403,222500,306.67,306.67,306.63,306.64,82090
SBER,5,240403,223000,306.63,306.67,306.51,306.6,28050
SBER,5,240403,223500,306.67,306.67,306.61,306.64,40860
SBER,5,240403,224000,306.64,306.66,306.6,306.66,34960
SBER,5,240403,224500,306.65,306.7,306.61,306.7,74990
SBER,5,240403,225000,306.69,306.77,306.62,306.62,69460
SBER,5,240403,225500,306.62,306.84,306.62,306.83,286620
SBER,5,240403,230000,306.84,306.84,306.76,306.84,43660
SBER,5,240403,230500,306.84,306.84,306.79,306.84,96610
SBER,5,240403,231000,306.84,306.84,306.83,306.83,42860
SBER,5,240403,231500,306.84,306.86,306.83,306.84,95900
SBER,5,240403,232000,306.85,307,306.85,306.91,141190
SBER,5,240403,232500,306.98,307,306.79,307,256360
SBER,5,240403,233000,306.95,306.99,306.75,306.79,71400
SBER,5,240403,233500,306.79,306.84,306.68,306.74,75290
SBER,5,240403,234000,306.74,306.87,306.68,306.69,94000
SBER,5,240403,234500,306.7,306.72,306.62,306.72,119450
SBER,5,240404,100000,306.8,307.77,306.74,307.63,2125030
SBER,5,240404,100500,307.65,307.68,305.5,306.09,2305580
SBER,5,240404,101000,306.09,306.11,305.65,305.65,825370
SBER,5,240404,101500,305.66,305.86,305.22,305.57,1011050
SBER,5,240404,102000,305.6,305.76,305.37,305.76,702130
SBER,5,240404,102500,305.76,305.82,305.66,305.81,636280
SBER,5,240404,103000,305.82,305.84,305.12,305.12,669330
SBER,5,240404,103500,305.13,305.19,305.1,305.11,633180
SBER,5,240404,104000,305.1,305.52,305.01,305.28,856530
SBER,5,240404,104500,305.26,305.4,305.2,305.36,232920
SBER,5,240404,105000,305.35,305.63,305.2,305.54,315610
SBER,5,240404,105500,305.52,305.68,305.5,305.62,158740
SBER,5,240404,110000,305.63,305.63,305.5,305.5,163160
SBER,5,240404,110500,305.51,305.7,305.5,305.7,218010
SBER,5,240404,111000,305.7,305.8,305.67,305.79,288400
SBER,5,240404,111500,305.79,306.32,305.79,306.3,578890
SBER,5,240404,112000,306.31,306.31,305.83,305.92,392040
SBER,5,240404,112500,305.93,306.21,305.92,306.05,328560
SBER,5,240404,113000,306.05,306.07,305.82,305.99,136900
SBER,5,240404,113500,305.99,306.11,305.97,306,100740
SBER,5,240404,114000,306,306.17,306,306.06,149440
SBER,5,240404,114500,306.08,306.14,305.99,306.13,98790
SBER,5,240404,115000,306.14,306.16,305.98,306.01,201710
SBER,5,240404,115500,306.01,306.2,306,306.12,238280
SBER,5,240404,120000,306.12,306.19,305.91,305.92,151870
SBER,5,240404,120500,305.92,305.95,305.7,305.76,369290
SBER,5,240404,121000,305.77,305.77,305.59,305.7,163810
SBER,5,240404,121500,305.71,305.71,305.55,305.59,454210
SBER,5,240404,122000,305.59,305.6,305.5,305.51,141870
SBER,5,240404,122500,305.51,305.91,305.41,305.82,239130
SBER,5,240404,123000,305.83,305.99,305.82,305.96,76790
SBER,5,240404,123500,305.96,306.21,305.92,305.92,207490
SBER,5,240404,124000,305.91,305.92,305.8,305.9,175090
SBER,5,240404,124500,305.91,306,305.83,305.99,118270
SBER,5,240404,125000,305.98,305.99,305.88,305.88,97550
SBER,5,240404,125500,305.89,305.9,305.8,305.88,62350
SBER,5,240404,130000,305.87,306.05,305.65,305.65,292930
SBER,5,240404,130500,305.66,305.66,305.4,305.45,320370
SBER,5,240404,131000,305.45,305.46,305.4,305.45,163750
SBER,5,240404,131500,305.45,305.82,305.35,305.63,147640
SBER,5,240404,132000,305.66,305.82,305.63,305.71,44670
SBER,5,240404,132500,305.71,305.8,305.7,305.7,75900
SBER,5,240404,133000,305.7,305.71,305.5,305.51,55440
SBER,5,240404,133500,305.51,305.51,305.35,305.4,185530
SBER,5,240404,134000,305.4,305.42,305.36,305.38,75390
SBER,5,240404,134500,305.39,305.49,305.39,305.44,110290
SBER,5,240404,135000,305.45,305.48,305.35,305.36,53440
SBER,5,240404,135500,305.35,305.37,305.35,305.37,63680
SBER,5,240404,140000,305.36,305.49,305.35,305.36,52530
SBER,5,240404,140500,305.35,305.4,305.25,305.26,157690
SBER,5,240404,141000,305.26,305.29,305.01,305.03,344890
SBER,5,240404,141500,305.02,305.04,304.55,304.79,871770
SBER,5,240404,142000,304.8,304.8,304.69,304.75,188010
SBER,5,240404,142500,304.75,304.89,304.73,304.88,89830
SBER,5,240404,143000,304.88,305.05,304.73,304.98,208020
SBER,5,240404,143500,305.01,305.12,304.95,304.96,90950
SBER,5,240404,144000,304.96,304.98,304.64,304.65,141890
SBER,5,240404,144500,304.65,304.77,304.62,304.62,116780
SBER,5,240404,145000,304.63,304.69,304.6,304.6,188060
SBER,5,240404,145500,304.61,305.01,304.6,305.01,154680
SBER,5,240404,150000,305,305.05,304.82,304.95,181210
SBER,5,240404,150500,304.92,305.05,304.81,304.93,195790
SBER,5,240404,151000,304.95,304.95,304.83,304.83,108300
SBER,5,240404,151500,304.83,305.29,304.83,305.1,162850
SBER,5,240404,152000,305.11,305.14,305,305.01,126290
SBER,5,240404,152500,305,305.06,304.88,305.01,76060
SBER,5,240404,153000,305.01,305.08,304.95,304.99,122460
SBER,5,240404,153500,304.99,305.08,304.87,305.05,58600
SBER,5,240404,154000,305.08,305.08,304.81,304.82,124090
SBER,5,240404,154500,304.82,304.9,304.8,304.85,51250
SBER,5,240404,155000,304.85,305.03,304.83,304.99,209430
SBER,5,240404,155500,304.99,305.01,304.83,304.89,51090
SBER,5,240404,160000,304.9,305,304.82,304.96,80440
SBER,5,240404,160500,304.99,305.03,304.91,305.03,101620
SBER,5,240404,161000,305.02,305.08,304.81,304.88,72680
SBER,5,240404,161500,304.88,304.92,304.81,304.87,59590
SBER,5,240404,162000,304.87,304.88,304.8,304.85,58990
SBER,5,240404,162500,304.86,304.9,304.7,304.72,203650
SBER,5,240404,163000,304.71,304.73,304.6,304.61,101160
SBER,5,240404,163500,304.61,304.61,304.56,304.57,107480
SBER,5,240404,164000,304.56,304.61,304.55,304.59,195090
SBER,5,240404,164500,304.58,304.61,304.56,304.57,64300
SBER,5,240404,165000,304.58,304.7,304.56,304.58,55260
SBER,5,240404,165500,304.58,304.66,304.57,304.64,63520
SBER,5,240404,170000,304.64,304.74,304.62,304.7,51330
SBER,5,240404,170500,304.69,304.78,304.63,304.77,55340
SBER,5,240404,171000,304.78,304.98,304.64,304.66,151030
SBER,5,240404,171500,304.66,304.7,304.59,304.62,111910
SBER,5,240404,172000,304.68,304.72,304.62,304.71,32460
SBER,5,240404,172500,304.71,304.86,304.66,304.86,72990
SBER,5,240404,173000,304.81,305,304.81,304.97,172180
SBER,5,240404,173500,304.96,305,304.92,304.99,82040
SBER,5,240404,174000,305,305.45,304.99,305.42,256070
SBER,5,240404,174500,305.42,305.49,305.26,305.27,147010
SBER,5,240404,175000,305.26,305.42,305.18,305.41,114460
SBER,5,240404,175500,305.42,305.44,305.34,305.35,96040
SBER,5,240404,180000,305.37,305.4,305.33,305.39,104420
SBER,5,240404,180500,305.39,305.4,305.35,305.35,116370
SBER,5,240404,181000,305.36,305.4,305.35,305.35,68080
SBER,5,240404,181500,305.36,305.38,305.07,305.09,200710
SBER,5,240404,182000,305.06,305.5,305.06,305.48,96690
SBER,5,240404,182500,305.46,305.52,305.45,305.5,48150
SBER,5,240404,183000,305.5,305.59,305.47,305.49,232980
SBER,5,240404,183500,305.48,305.59,305.47,305.47,140210
SBER,5,240404,184500,305.94,305.94,305.94,305.94,299580
SBER,5,240404,190000,305.88,305.88,305.88,305.88,1770
SBER,5,240404,190500,305.85,305.86,305.5,305.59,130780
SBER,5,240404,191000,305.59,305.87,305.54,305.85,104250
SBER,5,240404,191500,305.86,305.88,305.7,305.78,143560
SBER,5,240404,192000,305.72,305.77,305.7,305.73,35320
SBER,5,240404,192500,305.73,305.76,305.7,305.75,18270
SBER,5,240404,193000,305.76,305.77,305.7,305.74,30430
SBER,5,240404,193500,305.74,305.8,305.7,305.72,61270
SBER,5,240404,194000,305.71,305.72,305.58,305.59,117630
SBER,5,240404,194500,305.6,305.69,305.55,305.56,31950
SBER,5,240404,195000,305.55,305.6,305.51,305.58,39070
SBER,5,240404,195500,305.58,305.6,305.5,305.55,34270
SBER,5,240404,200000,305.53,305.6,305.5,305.56,25450
SBER,5,240404,200500,305.55,305.56,305.5,305.54,11610
SBER,5,240404,201000,305.54,305.55,305.5,305.55,20930
SBER,5,240404,201500,305.55,305.56,305.53,305.56,8240
SBER,5,240404,202000,305.55,305.56,305.51,305.52,17290
SBER,5,240404,202500,305.51,305.52,305.51,305.52,15970
SBER,5,240404,203000,305.51,305.56,305.5,305.56,66510
SBER,5,240404,203500,305.56,305.56,305.51,305.54,6960
SBER,5,240404,204000,305.54,305.55,305.52,305.53,9840
SBER,5,240404,204500,305.53,305.55,305.4,305.4,111560
SBER,5,240404,205000,305.4,305.45,305.4,305.42,15780
SBER,5,240404,205500,305.42,305.45,305.33,305.42,23120
SBER,5,240404,210000,305.42,305.44,305.4,305.44,17170
SBER,5,240404,210500,305.43,305.5,305.37,305.45,89070
SBER,5,240404,211000,305.46,305.46,305.37,305.42,18990
SBER,5,240404,211500,305.4,305.42,305.32,305.4,31810
SBER,5,240404,212000,305.38,305.42,305.33,305.41,13740
SBER,5,240404,212500,305.38,305.42,305.32,305.32,17430
SBER,5,240404,213000,305.39,305.42,305.32,305.32,23080
SBER,5,240404,213500,305.33,305.4,305.3,305.34,61900
SBER,5,240404,214000,305.34,305.34,305.21,305.29,64160
SBER,5,240404,214500,305.29,305.29,305.09,305.2,183560
SBER,5,240404,215000,305.2,305.36,305.2,305.34,36780
SBER,5,240404,215500,305.29,305.31,305.03,305.03,125900
SBER,5,240404,220000,305.03,305.1,305.02,305.09,41580
SBER,5,240404,220500,305.09,305.2,305.09,305.19,21800
SBER,5,240404,221000,305.19,305.28,305.12,305.12,44160
SBER,5,240404,221500,305.12,305.12,304.77,304.85,245660
SBER,5,240404,222000,304.85,304.93,304.78,304.93,34700
SBER,5,240404,222500,304.93,304.93,304.6,304.7,214020
SBER,5,240404,223000,304.67,304.69,304.36,304.54,499860
SBER,5,240404,223500,304.54,304.55,304.45,304.46,126020
SBER,5,240404,224000,304.47,304.55,304.46,304.53,93880
SBER,5,240404,224500,304.53,304.78,304.53,304.74,86920
SBER,5,240404,225000,304.72,304.83,304.72,304.74,27380
SBER,5,240404,225500,304.74,304.77,304.56,304.57,187830
SBER,5,240404,230000,304.56,304.7,304.51,304.7,205830
SBER,5,240404,230500,304.69,304.7,304.53,304.54,25010
SBER,5,240404,231000,304.54,304.62,304.54,304.6,22950
SBER,5,240404,231500,304.64,304.7,304.57,304.7,20460
SBER,5,240404,232000,304.7,304.7,304.54,304.65,31940
SBER,5,240404,232500,304.57,304.77,304.56,304.75,60790
SBER,5,240404,233000,304.76,304.77,304.63,304.64,20240
SBER,5,240404,233500,304.63,304.64,304.51,304.55,48920
SBER,5,240404,234000,304.55,304.69,304.52,304.66,65240
SBER,5,240404,234500,304.66,304.69,304.53,304.61,55630
SBER,5,240405,100000,304.65,304.86,303.7,304.26,1139330
SBER,5,240405,100500,304.23,304.34,303.83,304.33,541280
SBER,5,240405,101000,304.34,304.34,304.06,304.14,223730
SBER,5,240405,101500,304.14,304.19,304.01,304.09,169160
SBER,5,240405,102000,304.09,304.66,304.07,304.59,272860
SBER,5,240405,102500,304.59,305.48,304.58,305.44,799480
SBER,5,240405,103000,305.44,305.71,305.37,305.56,300700
SBER,5,240405,103500,305.57,305.64,305.25,305.29,178570
SBER,5,240405,104000,305.3,305.36,304.94,304.94,345170
SBER,5,240405,104500,304.93,305.19,304.89,305.11,110180
SBER,5,240405,105000,305.11,305.11,305.01,305.06,57420
SBER,5,240405,105500,305.06,305.06,305,305.06,82720
SBER,5,240405,110000,305.01,305.11,304.8,304.97,149970
